date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:17:44	293/293	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2020:17:44%20GMT	http://localhost/robots.txt		(from )
22:17:45	20927/20927	---MC-	200	added ('OK')	text/html	date:Mon,%2022%20Oct%202018%2020:17:44%20GMT	http://localhost/klajdi/click/	C:/My%20Web%20Sites/click/localhost/klajdi/click/index.html	(from )
22:17:45	46360/46360	---M--	200	added ('OK')	text/css	etag:%22b518-55720d7581fc0;578be1a87eaf6%22	http://localhost/klajdi/click/wp-includes/css/dashicons.min.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-includes/css/dashicons.min5010.css	(from http://localhost/klajdi/click/)
22:17:47	141646/141646	---M--	200	added ('OK')	text/css	etag:%222294e-578a68c0c66d3;578be1a87eaf6%22	http://localhost/klajdi/click/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-content/themes/spicepress/css/bootstrap5010.css	(from http://localhost/klajdi/click/)
22:17:48	1063/1063	---M--	200	added ('OK')	application/rss+xml	etag:%223d6078154551c8f8866579860fb8f1e5%22	http://localhost/klajdi/click/feed/	C:/My%20Web%20Sites/click/localhost/klajdi/click/feed/index.html	(from http://localhost/klajdi/click/)
22:17:48	726/726	---M--	200	added ('OK')	application/rss+xml	etag:%22ffbb898ac28f1ee0df3ffd0c2b3e9742%22	http://localhost/klajdi/click/comments/feed/	C:/My%20Web%20Sites/click/localhost/klajdi/click/comments/feed/index.html	(from http://localhost/klajdi/click/)
22:17:48	1305/1305	---M--	200	added ('OK')	text/css	etag:%22519-578a68b9095a0;578be1a87eaf6%22	http://localhost/klajdi/click/wp-content/themes/certify/style.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-content/themes/certify/style5010.css	(from http://localhost/klajdi/click/)
22:17:48	22000/22000	---M--	200	added ('OK')	text/css	etag:%2255f0-578a68c0d072c;578be1a87eaf6%22	http://localhost/klajdi/click/wp-content/themes/spicepress/css/default.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-content/themes/spicepress/css/default5010.css	(from http://localhost/klajdi/click/)
22:17:48	7957/7957	---M--	200	added ('OK')	text/css	etag:%221f15-578a68c1025fb;578be1a87eaf6%22	http://localhost/klajdi/click/wp-content/themes/spicepress/css/theme-menu.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-content/themes/spicepress/css/theme-menu5010.css	(from http://localhost/klajdi/click/)
22:17:48	55844/55844	---M--	200	added ('OK')	text/css	etag:%22da24-578a68c0c41df;578be1a87eaf6%22	http://localhost/klajdi/click/wp-content/themes/spicepress/css/animate.min.css?ver=4.9.8	C:/My%20Web%20Sites/click/localhost/klajdi/click/wp-content/themes/spicepress/css/animate.min5010.css	(from http://localhost/klajdi/click/)
